count,ip_address,lat,long
1,188.166.240.30,1.3215,103.6957
1,188.166.240.152,1.3215,103.6957
1,188.166.228.226,1.3215,103.6957
1,188.166.180.17,1.3215,103.6957
1,188.165.3.251,49.1191,6.1727
1,188.120.254.126,55.7522,37.6156
1,187.72.223.117,-19.7483,-47.9319
1,187.3.141.101,-23.6231,-46.5511
1,187.188.251.219,19.0301,-98.2217
1,187.108.193.40,-23.5475,-46.6361
1,187.108.119.176,-21.0900,-45.5658
1,187.106.203.217,-23.1864,-46.8842
1,187.102.174.154,-22.9064,-43.1822
1,186.84.174.240,3.9009,-76.2978
1,186.249.236.29,-19.9208,-43.9378
1,186.23.59.242,-34.8272,-58.3956
1,186.215.68.130,-15.7201,-47.8338
1,186.209.41.35,-23.1014,-46.7283
1,186.209.111.2,-23.5475,-46.6361
1,186.147.35.76,4.6097,-74.0817
1,186.101.16.90,-2.9005,-79.0045
1,185.74.5.184,41.2647,69.2163
1,185.57.164.159,35.6944,51.4215
1,185.253.157.249,42.6975,23.3241
1,185.247.117.26,52.3740,4.8897
1,185.226.116.88,35.6944,51.4215
1,185.210.144.122,1.3557,103.8237
1,185.193.18.45,34.0559,-118.2666
1,185.164.30.78,21.4901,39.1862
1,185.162.172.75,37.7211,-3.9726
1,185.132.250.1,31.3402,34.3063
1,185.111.218.21,55.7522,37.6156
1,184.149.11.148,43.5624,-79.6504
1,183.82.115.221,17.4139,78.5053
1,183.252.15.157,24.4798,118.0819
1,183.194.212.16,31.2222,121.4581
1,182.76.47.236,19.0728,72.8826
1,182.74.47.252,28.9948,77.0194
1,182.48.103.90,39.9075,116.3972
1,182.43.60.67,39.9075,116.3972
1,182.42.17.42,39.9075,116.3972
1,182.253.85.135,-6.2146,106.8451
1,182.253.28.122,-6.2146,106.8451
1,182.253.184.20,-7.8014,110.3647
1,181.63.248.149,3.4372,-76.5225
1,181.53.251.199,3.4372,-76.5225
1,181.52.250.234,3.4372,-76.5225
1,181.52.249.213,3.4372,-76.5225
1,181.49.53.26,2.9273,-75.2819
1,181.49.50.202,4.6357,-74.0733
1,181.28.152.134,-34.6131,-58.3772
1,181.236.224.58,7.1254,-73.1198
1,181.129.166.202,3.4372,-76.5225
1,181.126.90.13,-25.2865,-57.6470
1,181.121.70.44,-27.3306,-55.8667
1,180.76.99.104,39.9075,116.3972
1,180.76.98.209,39.9075,116.3972
1,180.76.51.65,39.9075,116.3972
1,180.76.38.116,39.9075,116.3972
1,180.76.240.38,39.9075,116.3972
1,180.76.238.67,39.9075,116.3972
1,180.76.235.233,39.9075,116.3972
1,180.76.187.155,39.9075,116.3972
1,180.76.187.127,39.9075,116.3972
1,180.76.180.171,39.9075,116.3972
1,180.76.166.96,39.9075,116.3972
1,180.76.160.64,39.9075,116.3972
1,180.76.159.234,39.9075,116.3972
1,180.76.156.55,39.9075,116.3972
1,180.76.149.99,39.9075,116.3972
1,180.76.138.197,39.9075,116.3972
1,180.76.121.181,39.9075,116.3972
1,180.76.118.112,39.9075,116.3972
1,180.250.193.179,3.3133,117.5915
1,180.250.115.121,-6.2146,106.8451
1,180.153.91.70,31.2222,121.4581
1,180.144.133.201,34.7393,135.5253
1,180.130.116.238,24.4353,98.5837
1,179.43.142.34,47.3667,8.5500
1,179.184.186.170,-22.9064,-43.1822
1,179.127.204.48,-3.5622,-41.0922
1,179.113.89.21,-23.5475,-46.6361
1,178.62.79.121,51.5085,-0.1257
1,178.62.78.193,51.5085,-0.1257
1,178.62.73.41,51.5085,-0.1257
1,178.62.64.242,51.5085,-0.1257
1,178.62.24.248,51.5085,-0.1257
1,178.62.217.172,52.3740,4.8897
1,178.220.218.237,44.0167,20.9167
1,178.217.173.54,42.8700,74.5900
1,178.203.113.186,51.1604,6.4172
1,178.18.252.186,51.2217,6.7762
1,178.18.247.179,51.2217,6.7762
1,178.154.207.175,55.7522,37.6156
1,178.128.57.52,1.3215,103.6957
1,178.128.35.197,51.5085,-0.1257
1,178.128.28.215,1.3215,103.6957
1,178.128.25.31,1.3215,103.6957
1,178.128.243.6,52.3740,4.8897
1,178.128.236.76,43.7001,-79.4163
1,178.128.234.248,43.7001,-79.4163
1,178.128.187.192,37.3483,-121.9844
1,178.128.184.213,37.3483,-121.9844
1,178.128.16.206,1.3215,103.6957
1,178.128.111.186,1.3215,103.6957
1,178.128.103.172,1.3215,103.6957
1,177.229.134.50,27.4864,-109.9408
1,177.220.170.18,-25.5302,-49.2084
1,177.1.213.19,-22.9064,-43.1822
1,176.236.190.170,41.0153,28.9827
1,176.183.60.72,48.5887,2.1899
1,175.23.169.25,39.1422,117.1767
1,175.140.139.145,4.5841,101.0829
1,175.119.79.57,37.4456,127.1362
1,174.118.224.31,45.9454,-66.6656
1,172.245.252.80,41.8500,-87.6500
1,172.104.167.210,1.2897,103.8501
1,172.104.15.155,40.8223,-74.4569
1,171.244.39.233,10.8230,106.6296
1,171.244.140.59,10.8230,106.6296
1,171.244.139.236,10.8230,106.6296
1,171.223.170.94,30.6667,104.0667
1,170.239.85.167,-34.9828,-71.2394
1,170.210.203.212,-34.6131,-58.3772
1,170.150.72.28,-23.5475,-46.6361
1,168.195.138.96,-8.0539,-34.8811
1,168.126.28.18,37.4871,126.9412
1,167.99.82.172,51.5085,-0.1257
1,167.99.69.130,1.3215,103.6957
1,167.99.68.65,1.3215,103.6957
1,167.99.61.176,40.8344,-74.1377
1,167.99.172.249,37.3483,-121.9844
1,167.99.13.93,40.8043,-74.0121
1,167.71.239.9,13.2257,77.5750
1,167.71.231.177,13.2257,77.5750
1,167.71.204.59,1.3215,103.6957
1,167.71.172.175,40.8344,-74.1377
1,167.71.141.92,51.5085,-0.1257
1,167.71.131.111,51.5085,-0.1257
1,167.71.110.45,40.8344,-74.1377
1,167.235.23.153,49.4542,11.0775
1,167.172.39.122,52.3740,4.8897
1,167.172.246.83,40.8344,-74.1377
1,167.172.101.208,50.1025,8.6299
1,165.232.35.74,51.5085,-0.1257
1,165.232.182.204,13.2257,77.5750
1,165.232.177.198,13.2257,77.5750
1,165.232.140.100,37.3924,-121.9623
1,165.227.42.197,43.7001,-79.4163
1,165.227.228.72,51.5085,-0.1257
1,165.227.165.109,50.1025,8.6299
1,165.227.148.167,50.1025,8.6299
1,165.227.148.105,50.1025,8.6299
1,165.227.124.168,40.8344,-74.1377
1,165.227.122.147,40.8344,-74.1377
1,165.227.114.124,40.8344,-74.1377
1,165.22.251.123,1.3215,103.6957
1,165.22.212.173,13.2257,77.5750
1,165.22.178.247,40.8043,-74.0121
1,165.22.1.73,40.8043,-74.0121
1,165.154.68.200,22.2783,114.1747
1,164.92.233.93,50.1025,8.6299
1,164.92.218.88,52.3740,4.8897
1,164.92.215.54,52.3740,4.8897
1,164.92.209.162,52.3740,4.8897
1,164.92.195.223,50.1025,8.6299
1,164.92.176.222,50.1025,8.6299
1,164.92.167.117,50.1025,8.6299
1,164.68.122.126,49.4075,11.1649
1,164.68.112.35,49.4075,11.1649
1,164.155.48.248,22.2783,114.1747
1,163.172.87.64,48.8534,2.3488
1,163.172.61.214,48.8534,2.3488
1,162.214.192.220,40.2347,-111.6447
1,161.82.233.183,13.7540,100.5014
1,161.82.233.179,13.7540,100.5014
1,161.35.84.23,52.3740,4.8897
1,161.35.26.171,50.1025,8.6299
1,161.35.236.235,37.3924,-121.9623
1,161.35.127.34,40.8043,-74.0121
1,160.251.55.50,35.6895,139.6917
1,160.251.51.64,35.6895,139.6917
1,160.124.49.227,22.2783,114.1747
1,160.124.49.152,22.2783,114.1747
1,159.89.87.72,40.8043,-74.0121
1,159.89.49.62,40.8043,-74.0121
1,159.89.31.27,50.1025,8.6299
1,159.89.230.196,40.8043,-74.0121
1,159.89.202.15,1.3215,103.6957
1,159.89.197.1,1.3215,103.6957
1,159.89.187.194,40.8344,-74.1377
1,159.89.112.176,43.7001,-79.4163
1,159.65.91.105,51.5085,-0.1257
1,159.65.64.76,37.3483,-121.9844
1,159.65.249.79,40.8344,-74.1377
1,159.65.235.114,40.8043,-74.0121
1,159.65.220.18,40.8043,-74.0121
1,159.65.192.61,52.3740,4.8897
1,159.65.180.64,40.8344,-74.1377
1,159.65.176.156,40.8344,-74.1377
1,159.65.137.114,1.3215,103.6957
1,159.65.136.44,1.3215,103.6957
1,159.65.103.250,37.3483,-121.9844
1,159.223.62.234,1.3215,103.6957
1,159.223.61.129,1.3215,103.6957
1,159.223.51.140,1.3215,103.6957
1,159.223.235.198,52.3740,4.8897
1,159.223.135.242,40.8043,-74.0121
1,159.203.81.114,40.8344,-74.1377
1,159.203.105.85,40.8344,-74.1377
1,157.255.28.157,23.1167,113.2500
1,157.245.85.17,40.8043,-74.0121
1,157.245.44.120,51.5085,-0.1257
1,157.245.206.155,1.3215,103.6957
1,157.245.199.187,1.3215,103.6957
1,157.245.161.35,37.3483,-121.9844
1,157.245.157.166,1.3215,103.6957
1,157.245.148.189,1.3215,103.6957
1,157.245.140.49,40.8043,-74.0121
1,157.230.47.241,1.3215,103.6957
1,157.230.41.206,1.3215,103.6957
1,157.230.250.192,1.3215,103.6957
1,157.230.190.106,40.8043,-74.0121
1,157.230.185.9,40.8043,-74.0121
1,157.230.183.47,40.8043,-74.0121
1,155.93.231.55,-34.0500,18.4833
1,154.94.5.214,22.2783,114.1747
1,154.70.208.66,-33.9258,18.4232
1,154.211.14.166,22.2783,114.1747
1,154.204.30.133,22.2783,114.1747
1,154.12.245.134,41.8798,-87.6285
1,153.127.58.192,35.7167,140.2333
1,152.70.89.213,37.5660,126.9784
1,152.32.145.211,35.6895,139.6917
1,151.236.62.123,51.5085,-0.1257
1,151.106.120.113,1.2897,103.8501
1,150.95.151.4,35.6895,139.6917
1,150.165.212.10,-7.1150,-34.8631
1,15.207.14.36,19.0728,72.8826
1,149.56.102.60,45.5088,-73.5878
1,149.202.251.233,50.6330,3.0586
1,149.129.241.105,-6.2146,106.8451
1,148.102.25.170,-12.0432,-77.0282
1,147.182.188.81,40.8043,-74.0121
1,147.182.174.140,40.8043,-74.0121
1,147.182.163.47,40.8043,-74.0121
1,146.59.189.116,48.8563,2.3453
1,146.4.102.130,47.2256,8.8223
1,146.190.234.159,52.3740,4.8897
1,144.22.193.125,-23.5475,-46.6361
1,144.22.182.62,-23.5475,-46.6361
1,144.22.142.101,-23.5475,-46.6361
1,144.217.81.162,45.5088,-73.5878
1,144.126.211.106,37.3924,-121.9623
1,144.126.197.136,51.5085,-0.1257
1,143.92.58.52,22.2783,114.1747
1,143.47.252.185,51.5085,-0.1257
1,143.47.231.65,51.5085,-0.1257
1,143.244.190.237,37.3924,-121.9623
1,143.244.178.40,37.3924,-121.9623
1,143.244.177.178,37.3924,-121.9623
1,143.244.162.174,40.8043,-74.0121
1,143.244.147.86,40.8043,-74.0121
1,143.244.138.59,13.2257,77.5750
1,143.198.8.62,40.8344,-74.1377
1,143.198.136.87,37.3924,-121.9623
1,143.198.11.34,40.8344,-74.1377
1,143.198.11.30,40.8344,-74.1377
1,143.137.43.5,-23.1947,-51.9153
1,143.110.247.222,13.2257,77.5750
1,143.110.241.134,13.2257,77.5750
1,143.110.190.247,13.2257,77.5750
1,142.93.8.99,40.8043,-74.0121
1,142.93.79.192,40.8344,-74.1377
1,142.93.65.9,40.8344,-74.1377
1,142.93.250.12,40.8043,-74.0121
1,142.93.212.10,12.9719,77.5937
1,142.93.176.165,40.8344,-74.1377
1,142.93.116.249,40.8043,-74.0121
1,142.132.236.214,50.4779,12.3713
1,140.86.39.162,52.3740,4.8897
1,140.83.56.112,34.6937,135.5022
1,140.238.254.62,19.0728,72.8826
1,14.99.176.210,28.6519,77.2315
1,14.97.93.66,12.9719,77.5937
1,14.225.255.193,15.2978,108.7612
1,14.161.27.163,10.8230,106.6296
1,14.140.246.59,28.4112,77.3132
1,14.139.242.248,26.9726,75.3875
1,139.59.93.234,13.2257,77.5750
1,139.59.81.55,13.2257,77.5750
1,139.59.8.119,13.2257,77.5750
1,139.59.32.175,13.2257,77.5750
1,139.59.3.114,13.2257,77.5750
1,139.59.27.36,13.2257,77.5750
1,139.59.251.146,1.3215,103.6957
1,139.59.248.243,1.3215,103.6957
1,139.59.210.129,50.1025,8.6299
1,139.59.186.183,51.5085,-0.1257
1,139.59.16.54,13.2257,77.5750
1,139.255.66.218,-6.2146,106.8451
1,139.198.187.45,39.9075,116.3972
1,139.198.169.252,39.9075,116.3972
1,139.162.53.107,1.2897,103.8501
1,138.68.63.30,37.3483,-121.9844
1,138.68.58.35,37.3483,-121.9844
1,138.68.40.92,37.3483,-121.9844
1,138.68.27.174,37.3483,-121.9844
1,138.68.178.64,51.5085,-0.1257
1,138.68.131.49,51.5085,-0.1257
1,138.68.106.62,50.1025,8.6299
1,138.197.180.102,50.1025,8.6299
1,138.197.15.40,40.8344,-74.1377
1,138.197.149.97,43.7001,-79.4163
1,137.184.37.111,37.3924,-121.9623
1,137.184.35.169,37.3924,-121.9623
1,137.184.220.189,40.8043,-74.0121
1,137.184.219.69,40.8043,-74.0121
1,137.184.205.179,40.8043,-74.0121
1,137.184.104.77,40.8043,-74.0121
1,136.228.161.67,16.8053,96.1561
1,134.209.84.124,52.3740,4.8897
1,134.209.240.88,50.1025,8.6299
1,134.209.233.126,50.1025,8.6299
1,134.209.228.253,50.1025,8.6299
1,134.209.107.228,1.3215,103.6957
1,134.209.103.181,1.3215,103.6957
1,134.17.94.27,53.9000,27.5667
1,134.17.5.55,53.9000,27.5667
1,134.17.16.40,53.9000,27.5667
1,134.17.16.196,53.9000,27.5667
1,134.122.44.193,43.7001,-79.4163
1,134.122.167.92,35.6895,139.6917
1,134.0.203.141,23.5841,58.4078
1,131.108.175.230,-18.9181,-54.8442
1,130.255.146.109,45.5356,10.2147
1,130.185.121.123,52.3740,4.8897
1,13.80.7.122,52.3740,4.8897
1,13.72.228.119,-33.8678,151.2073
1,13.58.109.104,40.0334,-83.1582
1,13.235.123.174,19.0728,72.8826
1,129.226.225.131,22.3302,114.1595
1,129.226.224.113,22.3302,114.1595
1,129.226.191.171,22.3302,114.1595
1,129.226.181.212,22.3302,114.1595
1,129.226.176.201,22.3302,114.1595
1,129.205.124.253,6.4541,3.3947
1,129.151.250.217,43.2970,5.3811
1,129.146.241.147,33.4484,-112.0740
1,129.114.17.201,30.2672,-97.7431
1,128.201.78.253,-8.0539,-34.8811
1,128.199.68.220,1.3215,103.6957
1,128.199.57.142,52.3740,4.8897
1,128.199.52.45,52.3740,4.8897
1,128.199.45.37,52.3740,4.8897
1,128.199.250.104,1.3215,103.6957
1,128.199.247.226,1.3215,103.6957
1,128.199.225.7,1.3215,103.6957
1,128.199.193.246,1.3215,103.6957
1,128.199.179.36,1.3215,103.6957
1,128.199.177.90,1.3215,103.6957
1,128.199.157.190,1.3215,103.6957
1,128.199.152.70,1.3215,103.6957
1,128.199.120.146,1.3215,103.6957
1,128.199.111.194,1.3215,103.6957
1,128.116.154.5,44.1487,12.1365
1,126.77.170.137,35.6895,139.6917
1,126.113.24.98,35.6895,139.6917
1,125.87.85.38,29.5603,106.5577
1,125.76.229.42,28.0317,110.9544
1,125.76.228.194,28.0317,110.9544
1,125.64.15.191,31.4678,104.6817
1,125.228.117.59,25.0478,121.5319
1,125.212.233.50,21.0245,105.8412
1,125.139.90.123,35.7996,127.1145
1,125.129.122.83,37.5712,127.0666
1,124.43.10.224,7.3164,80.3906
1,124.40.244.199,12.9719,77.5937
1,124.105.173.17,14.3427,121.0807
1,123.59.195.116,39.9075,116.3972
1,123.212.243.117,37.4333,127.1414
1,123.142.3.137,37.5660,126.9784
1,122.165.247.254,13.0878,80.2785
1,122.155.223.9,13.7540,100.5014
1,122.155.169.49,13.7540,100.5014
1,122.154.163.211,16.4834,99.5215
1,121.244.27.51,12.9719,77.5937
1,121.183.132.151,36.3559,127.3940
1,121.165.140.242,37.5303,127.1246
1,120.92.34.203,39.9075,116.3972
1,120.92.21.91,39.9075,116.3972
1,120.92.133.80,31.2222,121.4581
1,120.92.122.205,39.9075,116.3972
1,120.88.46.226,19.0931,72.9049
1,120.48.6.210,39.9075,116.3972
1,120.48.3.34,39.9075,116.3972
1,120.48.24.44,39.9075,116.3972
1,120.48.15.133,39.9075,116.3972
1,119.65.149.106,37.5660,126.9784
1,119.195.133.214,37.3635,126.9232
1,119.188.125.168,36.6683,116.9972
1,119.148.2.82,23.7104,90.4074
1,118.89.66.102,22.5455,114.0683
1,118.69.82.233,10.8230,106.6296
1,118.69.68.186,10.8230,106.6296
1,118.36.247.207,37.5660,126.9784
1,118.27.36.26,35.6895,139.6917
1,118.27.30.17,35.6895,139.6917
1,118.27.29.57,35.6895,139.6917
1,118.212.146.43,28.6840,115.8531
1,118.140.205.198,22.2783,114.1747
1,117.53.153.140,4.3831,102.4011
1,117.50.99.201,39.9075,116.3972
1,117.50.175.125,39.9075,116.3972
1,117.28.245.18,26.0771,119.2915
1,117.25.147.133,39.9075,116.3972
1,117.199.192.58,26.4521,74.6387
1,117.122.212.78,39.9075,116.3972
1,116.88.190.93,1.3102,103.7700
1,116.202.29.189,50.4779,12.3713
1,116.176.24.6,39.1422,117.1767
1,115.88.38.58,37.5660,126.9784
1,114.67.96.200,31.2222,121.4581
1,114.67.89.247,31.2222,121.4581
1,114.67.69.0,31.2222,121.4581
1,114.33.239.231,22.9908,120.2133
1,114.219.96.224,31.3041,120.5954
1,114.218.212.93,31.3041,120.5954
1,114.205.54.184,37.7023,126.7495
1,114.204.218.154,37.3925,126.9269
1,113.31.117.79,31.2222,121.4581
1,113.21.232.39,22.2783,114.1747
1,112.78.3.14,10.8230,106.6296
1,112.64.33.38,31.2222,121.4581
1,112.217.169.138,37.5660,126.9784
1,112.215.60.66,-6.2146,106.8451
1,112.196.222.83,37.5660,126.9784
1,111.93.215.130,23.2167,72.6833
1,111.67.198.238,39.9075,116.3972
1,111.67.194.70,39.9075,116.3972
1,111.61.107.27,39.9075,116.3972
1,111.207.155.56,39.9075,116.3972
1,111.202.249.76,39.9075,116.3972
1,111.198.71.36,39.9075,116.3972
1,111.198.33.54,39.9075,116.3972
1,111.172.7.124,30.5833,114.2667
1,111.160.100.50,39.1422,117.1767
1,111.13.102.171,23.1167,113.2500
1,111.120.16.2,31.3041,120.5954
1,110.35.173.103,37.4727,126.9406
1,109.75.45.34,40.1811,44.5136
1,109.167.200.10,59.9386,30.3141
1,109.106.255.77,1.2897,103.8501
1,109.100.42.14,44.4323,26.1063
1,107.189.14.216,49.7873,6.0654
1,107.182.28.60,34.0443,-118.2509
1,107.0.200.227,40.4167,-86.8753
1,106.54.112.173,39.9075,116.3972
1,106.38.203.230,39.9075,116.3972
1,106.247.228.98,37.5660,126.9784
1,106.13.88.44,39.9075,116.3972
1,106.13.79.42,39.9075,116.3972
1,106.12.55.129,39.9075,116.3972
1,106.12.45.51,39.9075,116.3972
1,106.12.218.82,39.9075,116.3972
1,106.12.182.12,39.9075,116.3972
1,106.12.167.59,39.9075,116.3972
1,106.12.161.226,39.9075,116.3972
1,106.12.161.107,39.9075,116.3972
1,106.12.160.17,39.9075,116.3972
1,106.12.159.19,39.9075,116.3972
1,106.12.156.70,39.9075,116.3972
1,106.12.155.64,39.9075,116.3972
1,106.12.151.73,39.9075,116.3972
1,106.12.151.109,39.9075,116.3972
1,106.12.148.244,39.9075,116.3972
1,106.12.144.171,39.9075,116.3972
1,105.96.1.100,36.4700,2.8277
1,104.42.148.242,37.3476,-121.8870
1,104.248.205.227,52.3740,4.8897
1,104.248.160.14,51.5085,-0.1257
1,104.248.160.121,51.5085,-0.1257
1,104.248.140.201,50.1025,8.6299
1,104.248.134.19,50.1025,8.6299
1,104.243.26.5,34.0443,-118.2509
1,104.238.212.117,37.3924,-121.9623
1,104.236.124.45,40.8344,-74.1377
1,104.199.35.3,50.8505,4.3488
1,104.154.33.7,41.2619,-95.8608
1,104.131.39.193,40.8344,-74.1377
1,104.131.175.26,40.8344,-74.1377
1,104.131.123.6,40.8344,-74.1377
1,104.131.102.169,40.8344,-74.1377
1,104.128.95.150,34.0443,-118.2509
1,103.97.131.40,22.2783,114.1747
1,103.88.54.50,26.8378,75.8256
1,103.86.180.10,18.5196,73.8554
1,103.70.144.140,22.5988,80.3712
1,103.63.108.25,21.0245,105.8412
1,103.62.233.45,31.5134,74.3467
1,103.26.137.199,23.7104,90.4074
1,103.242.56.122,11.5625,104.9160
1,103.238.229.171,13.0878,80.2785
1,103.233.153.110,-7.4819,108.5998
1,103.226.250.228,16.4391,107.7144
1,103.226.250.201,16.4391,107.7144
1,103.224.36.226,12.9719,77.5937
1,103.219.112.63,-6.1781,106.6300
1,103.218.240.97,22.2783,114.1747
1,103.21.53.11,22.6984,75.9292
1,103.181.129.3,-2.1709,115.4077
1,103.180.120.160,19.0728,72.8826
1,103.176.79.154,-6.7814,106.7825
1,103.176.179.14,19.6314,105.5781
1,103.168.183.91,9.5463,78.5907
1,103.167.34.175,-7.2037,106.5251
1,103.163.72.14,23.7104,90.4074
1,103.158.212.114,21.2333,81.6333
1,103.150.36.101,25.0478,121.5319
1,103.144.3.181,34.0522,-118.2437
1,103.138.189.107,22.5626,88.3630
1,103.123.25.80,-8.2628,115.0313
1,103.112.206.34,23.7121,90.4598
1,103.110.236.4,11.3428,77.7274
1,102.164.61.175,-26.2023,28.0436
1,102.130.114.226,-26.2023,28.0436
1,101.99.20.59,21.0245,105.8412
1,101.78.129.11,22.2783,114.1747
1,101.43.21.189,31.2222,121.4581
1,101.43.146.238,31.2222,121.4581
1,101.36.178.48,39.9075,116.3972
1,101.36.151.78,39.9075,116.3972
1,101.36.108.101,22.2783,114.1747
1,101.35.55.139,31.2222,121.4581
1,101.34.74.188,39.9075,116.3972
1,101.33.60.83,19.0728,72.8826
1,101.32.45.135,22.3302,114.1595
1,101.32.35.204,22.3302,114.1595
1,101.32.237.26,19.0728,72.8826
1,101.251.207.228,39.9075,116.3972
1,101.231.146.36,31.2222,121.4581
1,101.190.213.48,-28.8571,153.5874
1,101.108.114.1,13.7540,100.5014
1,1.9.131.3,3.1412,101.6865
1,1.6.2.217,13.0878,80.2785
1,1.34.127.180,24.9600,121.5389
1,1.235.205.79,37.5660,126.9784
1,1.235.192.218,37.5660,126.9784
1,1.224.37.98,37.4565,126.7052
1,1.220.185.149,37.5660,126.9784
1,1.215.9.66,37.5660,126.9784
1,1.163.55.225,24.9937,121.2970
